Matching_area,sum_COUNTHU10,sum_TOTPOP10,sum_P_WRKAGE,sum_AUTOOWN0,sum_PCT_AO0,sum_AUTOOWN1,sum_PCT_AO1,sum_AUTOOWN2P,sum_PCT_AO2P,sum_WORKERS,sum_R_LOWWAGEW,sum_R_MEDWAGEW,sum_R_HIWAGEWK,sum_R_PCTLOWWA,sum_EMPTOT,sum_E5_RET10,sum_E5_OFF10,sum_E5_IND10,sum_E5_SVC10,sum_E5_ENT10,sum_E8_RET10,sum_E8_OFF10,sum_E8_IND10,sum_E8_SVC10,sum_E8_ENT10,sum_E8_ED10,sum_E8_HLTH10,sum_E8_PUB10,sum_E_FEDT10,sum_E_FEDRET10,sum_E_FEDOFF10,sum_E_FEDIND10,sum_E_FEDSVC10,sum_E_FEDENT10,sum_E_LOWWAGEW,sum_E_MEDWAGEW,sum_E_HIWAGEWK,sum_E_PCTLOWWA,sum_AC_TOT,sum_AC_WATER,sum_AC_LAND,sum_AC_UNPR,sum_D1A,sum_D1B,sum_D1C,sum_D1C5_Ret10,sum_D1C5_Off10,sum_D1C5_Ind10,sum_D1C5_Svc10,sum_D1C5_Ent10,sum_D1C8_Ret10,sum_D1C8_Off10,sum_D1C8_Ind10,sum_D1C8_Svc10,sum_D1C8_Ent10,sum_D1C8_Ed10,sum_D1C8_Hlth1,sum_D1C8_Pub10,sum_D1D,sum_D1_flag,sum_D2A_JPHH,sum_D2B_E5MIX,sum_D2B_E5MIXA,sum_D2B_E8MIX,sum_D2B_E8MIXA,sum_D2A_EPHHM,sum_D2C_TRPMX1,sum_D2C_TRPMX2,sum_D2C_TRIPEQ,sum_D2R_JOBPOP,sum_D2R_WRKEMP,sum_D2A_WRKEMP,sum_D2C_WREMIX,sum_D3a,sum_D3aao,sum_D3amm,sum_D3apo,sum_D3b,sum_D3bao,sum_D3bmm3,sum_D3bmm4,sum_D3bpo3,sum_D3bpo4,sum_D4a,sum_D4b025,sum_D4b050,sum_D4c,sum_D4d,sum_D5ar,sum_D5ae,sum_D5br,sum_D5br_Flag,sum_D5be,sum_D5be_Flag,sum_D5cr,sum_D5cri,sum_D5ce,sum_D5cei,sum_D5dr,sum_D5dri,sum_D5de,sum_D5dei,sum_Shape_Leng,sum_Shape_Area,mean_COUNTHU10,mean_TOTPOP10,mean_P_WRKAGE,mean_AUTOOWN0,mean_PCT_AO0,mean_AUTOOWN1,mean_PCT_AO1,mean_AUTOOWN2P,mean_PCT_AO2P,mean_WORKERS,mean_R_LOWWAGEW,mean_R_MEDWAGEW,mean_R_HIWAGEWK,mean_R_PCTLOWWA,mean_EMPTOT,mean_E5_RET10,mean_E5_OFF10,mean_E5_IND10,mean_E5_SVC10,mean_E5_ENT10,mean_E8_RET10,mean_E8_OFF10,mean_E8_IND10,mean_E8_SVC10,mean_E8_ENT10,mean_E8_ED10,mean_E8_HLTH10,mean_E8_PUB10,mean_E_FEDT10,mean_E_FEDRET10,mean_E_FEDOFF10,mean_E_FEDIND10,mean_E_FEDSVC10,mean_E_FEDENT10,mean_E_LOWWAGEW,mean_E_MEDWAGEW,mean_E_HIWAGEWK,mean_E_PCTLOWWA,mean_AC_TOT,mean_AC_WATER,mean_AC_LAND,mean_AC_UNPR,mean_D1A,mean_D1B,mean_D1C,mean_D1C5_Ret10,mean_D1C5_Off10,mean_D1C5_Ind10,mean_D1C5_Svc10,mean_D1C5_Ent10,mean_D1C8_Ret10,mean_D1C8_Off10,mean_D1C8_Ind10,mean_D1C8_Svc10,mean_D1C8_Ent10,mean_D1C8_Ed10,mean_D1C8_Hlth1,mean_D1C8_Pub10,mean_D1D,mean_D1_flag,mean_D2A_JPHH,mean_D2B_E5MIX,mean_D2B_E5MIXA,mean_D2B_E8MIX,mean_D2B_E8MIXA,mean_D2A_EPHHM,mean_D2C_TRPMX1,mean_D2C_TRPMX2,mean_D2C_TRIPEQ,mean_D2R_JOBPOP,mean_D2R_WRKEMP,mean_D2A_WRKEMP,mean_D2C_WREMIX,mean_D3a,mean_D3aao,mean_D3amm,mean_D3apo,mean_D3b,mean_D3bao,mean_D3bmm3,mean_D3bmm4,mean_D3bpo3,mean_D3bpo4,mean_D4a,mean_D4b025,mean_D4b050,mean_D4c,mean_D4d,mean_D5ar,mean_D5ae,mean_D5br,mean_D5br_Flag,mean_D5be,mean_D5be_Flag,mean_D5cr,mean_D5cri,mean_D5ce,mean_D5cei,mean_D5dr,mean_D5dri,mean_D5de,mean_D5dei,mean_Shape_Leng,mean_Shape_Area
116,20221,48520,20.94939,16468,21.20045,3219,4.06402,500,0.7352,17362,4641,6499,6222,6.9326,3071,438,520,199,1512,402,438,516,199,392,402,563,557,4,0,0,0,0,0,0,1282,1123,666,10.24,367.4220764,1.78,365.5920318,247.804,2208.486108,5403.838811,348.9523456,49.88732878,67.23631741,24.67490891,39.75272695,44.62528738,49.88732878,66.84872684,24.67490891,39.75272695,39.75272695,71.57368578,51.20209035,0.38759057,2557.438454,0,4.38174,13.775388,12.105425,13.724261,11.407241,7.68966,9.826361,10.534205,4.47706,1.472184,7.569789,274.910065,1.887954,763.9477,32.51663843,88.3893077,643.0416904,2562.2776,22.85520078,0,715.1739165,780.581729,1326.456595,17945.23952,23.81540271,26,1211.666667,73470.56427,20517711.73,34369119.36,3651577.76,3,2707783.5,19,0.003181,13.43,0.26,22.44,0.005513091,6.68,0.006875579,3.33,34570.81682,2599350.601,777.7307692,1866.153846,0.805745769,633.3846154,0.815401923,123.8076923,0.156308462,19.23076923,0.028276923,667.7692308,178.5,249.9615385,239.3076923,0.266638462,118.1153846,16.84615385,20,7.653846154,58.15384615,15.46153846,16.84615385,19.84615385,7.653846154,15.07692308,15.46153846,21.65384615,21.42307692,0.153846154,0,0,0,0,0,0,49.30769231,43.19230769,25.61538462,0.393846154,14.13161832,0.068461538,14.06123199,9.530923077,84.9417734,207.8399543,13.42124406,1.918743415,2.586012208,0.949034958,1.528951037,1.716357207,1.918743415,2.571104879,0.949034958,1.528951037,1.528951037,2.752834069,1.969311167,0.01490733,98.36301746,0,0.168528462,0.529822615,0.465593269,0.527856192,0.438740038,0.295756154,0.377936962,0.405161731,0.172194615,0.056622462,0.291145731,10.57346404,0.072613615,29.38260385,1.25063994,3.399588758,24.73237271,98.54913846,0.879046184,0,27.50668909,30.02237419,51.01756134,690.20152,0.915977027,1,46.6025641,2825.790933,789142.7587,1321889.206,140445.2985,0.115384615,104145.5192,0.730769231,0.000122346,0.516538462,0.01,0.863076923,0.000212042,0.256923077,0.000264445,0.128076923,1329.646801,99975.02313
120,2,2,1,0,0,0,0,0,0,167,45,71,51,0.26946,7,6,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,193.04,11.31,181.73,21.9775,0.091002205,0.091002205,0.318507717,0.273006615,0,0.045501102,0,0,0.273006615,0,0.045501102,0,0,0,0,0,0.409509922,0,3.5,0,0,0,0,0,0,0,0,0.804559,0.080857,23.857143,0,29.8382,15.16871917,4.652590334,10.01687828,50.7715,22.88054699,1.75268814,4.397653878,51.94330305,10.55861825,629.56174,0.316772248,1.000000168,103.3333333,363.9104,737599.7765,1296500.219,140192.86,1,53870.67,0,0.000114,0.48,0.01,0.85,0.000211661,0.26,0.000136788,0.06,10978.49967,1366564.152,2,2,1,0,0,0,0,0,0,167,45,71,51,0.26946,7,6,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,193.04,11.31,181.73,21.9775,0.091002205,0.091002205,0.318507717,0.273006615,0,0.045501102,0,0,0.273006615,0,0.045501102,0,0,0,0,0,0.409509922,0,3.5,0,0,0,0,0,0,0,0,0.804559,0.080857,23.857143,0,29.8382,15.16871917,4.652590334,10.01687828,50.7715,22.88054699,1.75268814,4.397653878,51.94330305,10.55861825,629.56174,0.316772248,1.000000168,103.3333333,363.9104,737599.7765,1296500.219,140192.86,1,53870.67,0,0.000114,0.48,0.01,0.85,0.000211661,0.26,0.000136788,0.06,10978.49967,1366564.152
125,1564,2447,2.66367,1071,2.03547,384,0.75005,105,0.21445,1606,279,268,1059,0.52003,24600,261,6779,3244,13011,1305,261,4536,3244,10554,1305,625,1832,2243,2259,0,2254,0,0,5,2582,5090,16928,0.29,101.28,8.36,92.90776283,86.4994,64.72096098,99.59372072,934.2769221,8.345095799,299.6565544,114.7941479,364.6240781,42.50999614,8.345095799,157.2619913,114.7941479,364.6240781,364.6240781,18.3514307,85.99561901,142.3945631,998.9978831,0,47.992015,2.075694,2.075694,2.126988,2.126988,2.136788,1.27324,1.311287,1.148486,1.174781,0.380148,0.204577,1.18165,127.7805,45.12723739,36.78385524,45.86943919,149.4674,215.1488658,44.03286729,78.28885142,45.58703309,11.40205354,2398.734039,2.691607405,3.000000056,238,5353.422933,3832364.753,4130988.01,1078065.48,2,326214.3,0,0.000595,2.52,0.03,2.7,0.001627645,1.99,0.00082832,0.41,8020.510519,714367.9401,521.3333333,815.6666667,0.88789,357,0.67849,128,0.250016667,35,0.071483333,535.3333333,93,89.33333333,353,0.173343333,8200,87,2259.666667,1081.333333,4337,435,87,1512,1081.333333,3518,435,208.3333333,610.6666667,747.6666667,753,0,751.3333333,0,0,1.666666667,860.6666667,1696.666667,5642.666667,0.096666667,33.76,2.786666667,30.96925428,28.83313333,21.57365366,33.19790691,311.4256407,2.7816986,99.88551813,38.26471598,121.5413594,14.16999871,2.7816986,52.42066376,38.26471598,121.5413594,121.5413594,6.117143566,28.66520634,47.46485437,332.9992944,0,15.99733833,0.691898,0.691898,0.708996,0.708996,0.712262667,0.424413333,0.437095667,0.382828667,0.391593667,0.126716,0.068192333,0.393883333,42.5935,15.04241246,12.26128508,15.28981306,49.82246667,71.7162886,14.67762243,26.09628381,15.1956777,3.800684514,799.578013,0.897202468,1.000000019,79.33333333,1784.474311,1277454.918,1376996.003,359355.16,0.666666667,108738.1,0,0.000198333,0.84,0.01,0.9,0.000542548,0.663333333,0.000276107,0.136666667,2673.503506,238122.6467
127,15420,38283,19.10549,11801,18.44578,3067,4.71775,523,0.83622,15088,3924,5580,5584,6.33106,3002,954,489,246,1032,281,954,488,246,414,281,21,597,1,0,0,0,0,0,0,1244,1247,511,8.68,330.218768,5.26,324.9207756,310.40073,2024.062124,5040.872737,297.3272897,55.76626415,56.73157519,12.21731972,44.88832572,34.08038596,55.76626415,56.57814327,12.21731972,44.88832572,44.88832572,2.81313782,90.83028115,0.153431922,2321.389414,0,6.34571,10.702823,10.498342,11.208525,9.711543,7.21138,9.096275,9.79306,4.767342,1.789144,7.026026,376.646302,2.49392,601.847,0,31.37827147,570.4688681,3308.7084,0,0,390.4728208,1842.158825,1689.517147,12747.54897,23.4599803,23.99999992,1036.333333,78170.368,15843679.86,29243159.87,1770359.01,19,1452017.73,14,0.002453,10.34,0.239973,19.1,0.002672858,3.18,0.00368695,1.74,30645.80512,2338831.522,642.5,1595.125,0.796062083,491.7083333,0.768574167,127.7916667,0.196572917,21.79166667,0.0348425,628.6666667,163.5,232.5,232.6666667,0.263794167,125.0833333,39.75,20.375,10.25,43,11.70833333,39.75,20.33333333,10.25,17.25,11.70833333,0.875,24.875,0.041666667,0,0,0,0,0,0,51.83333333,51.95833333,21.29166667,0.361666667,13.75911533,0.219166667,13.53836565,12.93336375,84.33592184,210.036364,12.38863707,2.32359434,2.363815633,0.509054988,1.870346905,1.420016082,2.32359434,2.357422636,0.509054988,1.870346905,1.870346905,0.117214076,3.784595048,0.006392997,96.72455891,0,0.264404583,0.445950958,0.437430917,0.467021875,0.404647625,0.300474167,0.379011458,0.408044167,0.19863925,0.074547667,0.292751083,15.69359592,0.103913333,25.07695833,0,1.307427978,23.76953617,137.86285,0,0,16.26970087,76.75661769,70.39654781,531.1478737,0.977499179,0.999999997,43.18055556,3257.098667,660153.3275,1218464.995,73764.95875,0.791666667,60500.73875,0.583333333,0.000102208,0.430833333,0.009998875,0.795833333,0.000111369,0.1325,0.000153623,0.0725,1276.908547,97451.31343
128,4,161,0.90062,0,0,0,0,0,0,157,40,66,51,0.51269,9,6,1,1,1,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,4,3,2,0.44,481.45,239.84,241.6,40.809,0.1398998,5.630966941,0.31477455,0.2098497,0.03497495,0.03497495,0.03497495,0,0.2098497,0.03497495,0.03497495,0.03497495,0.03497495,0,0,0,0.454674349,0,2.25,0,0,0,0,0,0,0,0,0.046362,0.217862,8.222222,0.00073,34.628,10.63591383,0.464980853,23.52709335,243.3499,2.812027061,2.812027061,0,351.473903,7.041138625,-99166.81768,1.509229094,1.999999982,153,2699.287467,1317396.414,2320547.821,35681.45,1,24673.73,0,0.000204,0.86,0.02,1.51,5.39E-05,0.06,6.27E-05,0.03,16829.06168,3411026.84,2,80.5,0.45031,0,0,0,0,0,0,78.5,20,33,25.5,0.256345,4.5,3,0.5,0.5,0.5,0,3,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,2,1.5,1,0.22,240.725,119.92,120.8,20.4045,0.0699499,2.815483471,0.157387275,0.10492485,0.017487475,0.017487475,0.017487475,0,0.10492485,0.017487475,0.017487475,0.017487475,0.017487475,0,0,0,0.227337175,0,1.125,0,0,0,0,0,0,0,0,0.023181,0.108931,4.111111,0.000365,17.314,5.317956917,0.232490426,11.76354667,121.67495,1.40601353,1.40601353,0,175.7369515,3.520569313,-49583.40884,0.754614547,0.999999991,76.5,1349.643733,658698.207,1160273.911,17840.725,0.5,12336.865,0,0.000102,0.43,0.01,0.755,2.69E-05,0.03,3.13E-05,0.015,8414.530841,1705513.42
137,14131,25048,15.69078,11327,13.51571,2542,3.20324,241,0.28084,11229,1435,1939,7855,2.20343,30677,433,2065,110,26934,1135,433,1129,110,772,1135,3275,22887,936,2767,0,912,0,1851,4,2931,6313,21433,4.75,162.5936572,4.85,157.7171089,157.71684,2393.61055,3937.92669,1655.722458,73.69834621,151.8850742,16.98005595,96.32785665,154.2531202,73.69834621,131.828929,16.98005595,96.32785665,96.32785665,644.9810081,517.5969963,20.0561452,4049.333008,0,91.787105,11.457882,11.198061,11.245262,9.970426,6.567048,8.010229,8.704728,6.407845,3.216989,7.609075,71.038123,3.906654,530.5431,194.6882869,9.382529498,326.4722651,559.7352,160.720065,22.09792374,29.46389833,608.9684836,109.3498625,6124.523842,4.80863999,16.71642181,544.6666667,62579.85216,22627351.76,24260229.55,4532758.11,8,1568948.95,11,0.003514,14.87,0.17,15.86,0.006843482,8.37,0.003983861,1.9,20069.97533,1147151.291,831.2352941,1473.411765,0.922987059,666.2941176,0.795041765,149.5294118,0.188425882,14.17647059,0.01652,660.5294118,84.41176471,114.0588235,462.0588235,0.129613529,1804.529412,25.47058824,121.4705882,6.470588235,1584.352941,66.76470588,25.47058824,66.41176471,6.470588235,45.41176471,66.76470588,192.6470588,1346.294118,55.05882353,162.7647059,0,53.64705882,0,108.8823529,0.235294118,172.4117647,371.3529412,1260.764706,0.279411765,9.564332774,0.285294118,9.277476996,9.277461176,140.8006206,231.6427465,97.39543869,4.335196836,8.934416131,0.998826821,5.666344509,9.073712954,4.335196836,7.754642884,0.998826821,5.666344509,5.666344509,37.9400593,30.44688214,1.179773247,238.1960593,0,5.399241471,0.673993059,0.658709471,0.661486,0.586495647,0.386296941,0.471189941,0.512042824,0.376932059,0.189234647,0.447592647,4.178713118,0.229803176,31.20841765,11.45225217,0.5519135,19.20425089,32.9256,9.454121469,1.299877867,1.73317049,35.8216755,6.432344854,360.2661084,0.282861176,0.98331893,32.03921569,3681.167774,1331020.692,1427072.327,266632.83,0.470588235,92291.11471,0.647058824,0.000206706,0.874705882,0.01,0.932941176,0.000402558,0.492352941,0.000234345,0.111764706,1180.586784,67479.48773
140,18924,29226,18.60089,14297,15.80313,4222,4.73504,378,0.46154,13533,1586,1838,10109,2.44106,30546,635,1762,293,26727,1129,635,1727,293,2363,1129,5432,18932,35,0,0,0,0,0,0,5848,5609,19089,4.56,179.4242211,6.78,172.6443939,168.65639,3269.360275,5081.6269,3531.987715,68.58375627,235.4077902,45.38333768,288.5916587,178.1091698,68.58375627,230.45894,45.38333768,288.5916587,288.5916587,1209.860992,1506.051011,4.948850183,6801.347991,0,50.333559,11.404542,10.656776,11.803954,10.322049,8.698884,9.320418,10.044138,10.504535,5.199231,11.205265,76.501348,8.488458,792.92811,261.9553089,84.01484691,446.9579344,1095.8673,587.4534253,0,199.1661286,483.7925234,574.0114406,10512.09837,0.53374827,15.01804954,122,7497.258667,23571216.63,28463981.65,3198285.18,6,1399366.61,15,0.003659,15.47,0.21,18.6,0.004828717,5.87,0.003553259,1.69,22497.71891,1267068.613,901.1428571,1391.714286,0.885756667,680.8095238,0.75253,201.047619,0.225478095,18,0.021978095,644.4285714,75.52380952,87.52380952,481.3809524,0.116240952,1454.571429,30.23809524,83.9047619,13.95238095,1272.714286,53.76190476,30.23809524,82.23809524,13.95238095,112.5238095,53.76190476,258.6666667,901.5238095,1.666666667,0,0,0,0,0,0,278.4761905,267.0952381,909,0.217142857,8.544010528,0.322857143,8.221161616,8.031256667,155.6838226,241.9822333,168.1898912,3.265893156,11.20989477,2.161111318,13.74245994,8.481389039,3.265893156,10.97423524,2.161111318,13.74245994,13.74245994,57.6124282,71.71671479,0.235659533,323.8737138,0,2.396836143,0.543073429,0.507465524,0.562093048,0.491526143,0.414232571,0.443829429,0.478292286,0.500215952,0.247582429,0.533584048,3.642921333,0.404212286,37.75848143,12.47406233,4.000706996,21.28371116,52.18415714,27.97397264,0,9.484101364,23.03773921,27.33387812,500.576113,0.025416584,0.715145216,5.80952381,357.0123175,1122438.887,1355427.697,152299.2943,0.285714286,66636.50524,0.714285714,0.000174238,0.736666667,0.01,0.885714286,0.000229939,0.27952381,0.000169203,0.08047619,1071.319948,60336.60064
141,27582,39884,27.40429,20370,22.68009,6472,7.43093,703,0.88858,18227,2064,2338,13825,3.50119,16397,1981,3112,561,7251,3492,1981,3097,561,3358,3492,1270,2623,15,0,0,0,0,0,0,4242,5338,6817,7.4,177.6615522,0,177.6134438,177.61318,5194.573832,7553.787335,2953.19176,364.1851329,634.7822476,99.51770494,639.0623937,567.527387,364.1851329,631.9878564,99.51770494,639.0623937,639.0623937,276.9163966,371.2004974,2.794391193,8147.765592,0,19.035964,22.77722,22.524881,23.374755,21.42678,17.858292,19.630843,21.629752,20.435248,9.100726,23.714897,44.422973,18.409383,886.103,211.0930272,154.9510528,520.0588077,790.6778,406.7995493,147.9085867,0,308.43,486.2995838,15876.07559,16.39099386,31,1398.666667,168498.2549,35490191.77,41772702.75,7727994.82,11,3198804.79,17,0.005511,23.34,0.31,27.31,0.011667597,14.3,0.008122376,3.94,27098.26949,1254299.136,889.7419355,1286.580645,0.884009355,657.0967742,0.731615806,208.7741935,0.239707419,22.67741935,0.028663871,587.9677419,66.58064516,75.41935484,445.9677419,0.112941613,528.9354839,63.90322581,100.3870968,18.09677419,233.9032258,112.6451613,63.90322581,99.90322581,18.09677419,108.3225806,112.6451613,40.96774194,84.61290323,0.483870968,0,0,0,0,0,0,136.8387097,172.1935484,219.9032258,0.238709677,5.731017812,0,5.729465928,5.729457419,167.5668978,243.6705592,95.26425033,11.74790751,20.4768467,3.210248546,20.61491593,18.30733507,11.74790751,20.38670504,3.210248546,20.61491593,20.61491593,8.932786988,11.97420959,0.090141651,262.8311481,0,0.614063355,0.734749032,0.726609065,0.754024355,0.691186452,0.576073935,0.633253,0.697733935,0.659201548,0.293571806,0.764996677,1.432999129,0.593851065,28.58396774,6.80945249,4.998421059,16.77609057,25.50573548,13.12256611,4.771244733,0,9.949354839,15.68708335,512.1314706,0.528741737,1,45.11827957,5435.427578,1144844.896,1347506.54,249290.1555,0.35483871,103187.2513,0.548387097,0.000177774,0.752903226,0.01,0.880967742,0.000376374,0.461290323,0.000262012,0.127096774,874.1377254,40461.26244
142,20740,31455,21.10904,15440,17.81517,4821,5.59781,446,0.58672,13853,2115,1772,9966,3.66483,45749,3428,9320,282,12034,20685,3428,9266,282,4254,20685,3387,4393,54,0,0,0,0,0,0,9020,11153,25576,6.34,175.1910008,0,175.1347936,172.50371,3411.188988,5104.678492,5367.751687,472.0107916,1143.200256,48.37539918,609.7434659,2055.067882,472.0107916,1136.849701,48.37539918,609.7434659,609.7434659,292.7469802,746.6069118,6.350554521,8778.940675,0,52.561571,16.574819,16.360885,16.432013,15.251718,14.237,14.363811,15.769065,14.920202,9.843573,13.617598,26.765669,11.759067,714.4146,68.01426672,189.2469314,457.1534008,1344.2114,373.0837462,145.5285963,626.0596355,474.417704,304.6472108,-82623.88604,23.16611428,24,2038.666667,209910.6987,28514019.78,32108561.79,8067468.75,0,3058057.96,11,0.004426,18.76,0.24,20.98,0.012180129,14.97,0.007764993,3.77,24605.71469,1237294.144,864.1666667,1310.625,0.879543333,643.3333333,0.74229875,200.875,0.233242083,18.58333333,0.024446667,577.2083333,88.125,73.83333333,415.25,0.15270125,1906.208333,142.8333333,388.3333333,11.75,501.4166667,861.875,142.8333333,386.0833333,11.75,177.25,861.875,141.125,183.0416667,2.25,0,0,0,0,0,0,375.8333333,464.7083333,1065.666667,0.264166667,7.299625034,0,7.297283067,7.187654583,142.1328745,212.6949372,223.6563203,19.66711631,47.63334399,2.015641632,25.40597775,85.62782843,19.66711631,47.36873755,2.015641632,25.40597775,25.40597775,12.19779084,31.10862132,0.264606438,365.7891948,0,2.190065458,0.690617458,0.681703542,0.684667208,0.63548825,0.593208333,0.598492125,0.657044375,0.621675083,0.410148875,0.567399917,1.115236208,0.489961125,29.767275,2.83392778,7.885288809,19.04805837,56.00880833,15.54515609,6.063691514,26.08581815,19.76740433,12.69363378,-3442.661918,0.965254761,1,84.94444444,8746.279111,1188084.158,1337856.741,336144.5313,0,127419.0817,0.458333333,0.000184417,0.781666667,0.01,0.874166667,0.000507505,0.62375,0.000323541,0.157083333,1025.238112,51553.92267
143,18752,30034,15.35808,13381,12.96732,4817,4.60116,527,0.4313,13289,2008,2063,9218,2.78284,5397,485,1167,272,2975,498,485,1161,272,1723,498,836,416,6,0,0,0,0,0,0,1581,1845,1971,4.38,195.8410491,3.11,192.6964573,168.08205,3939.189296,6513.678937,867.8006757,77.24862513,212.2136416,42.58534308,286.1005027,70.42203215,77.24862513,211.0164589,42.58534308,286.1005027,286.1005027,100.7133873,78.51714365,1.197182722,4806.989972,0,5.879743,10.941259,10.240626,11.864876,10.57629,7.162961,8.282031,9.259493,5.918496,2.560533,9.829975,59.124346,4.949438,475.67882,77.05997665,36.06376284,362.5550408,1420.2347,126.8666618,58.6,81.47181818,1230.605486,478.8631711,-283936.766,9.641772298,17.63192361,562.6666667,66184.21589,20639935.67,24188709.94,4680353.99,0,2353388.28,9,0.003204,13.55,0.18,15.8,0.00706632,8.64,0.005975702,2.92,22546.1334,1383363.779,1041.777778,1668.555556,0.853226667,743.3888889,0.720406667,267.6111111,0.25562,29.27777778,0.023961111,738.2777778,111.5555556,114.6111111,512.1111111,0.154602222,299.8333333,26.94444444,64.83333333,15.11111111,165.2777778,27.66666667,26.94444444,64.5,15.11111111,95.72222222,27.66666667,46.44444444,23.11111111,0.333333333,0,0,0,0,0,0,87.83333333,102.5,109.5,0.243333333,10.88005828,0.172777778,10.70535874,9.337891667,218.8438498,361.871052,48.21114865,4.291590285,11.78964676,2.365852393,15.89447237,3.912335119,4.291590285,11.7231366,2.365852393,15.89447237,15.89447237,5.595188186,4.362063536,0.066510151,267.0549984,0,0.326652389,0.607847722,0.568923667,0.659159778,0.587571667,0.397942278,0.460112833,0.514416278,0.328805333,0.142251833,0.546109722,3.284685889,0.274968778,26.42660111,4.281109814,2.00354238,20.14194671,78.90192778,7.04814788,3.255555556,4.526212121,68.36697143,26.60350951,-15774.26478,0.535654017,0.979551312,31.25925926,3676.900883,1146663.093,1343817.219,260019.6661,0,130743.7933,0.5,0.000178,0.752777778,0.01,0.877777778,0.000392573,0.48,0.000331983,0.162222222,1252.562967,76853.54326
144,6958,13223,8.91143,5997,8.58225,841,1.25546,108,0.16216,6105,1461,1428,3216,2.47388,20556,5179,2976,2387,6764,3250,5179,2967,2387,4266,3250,596,1902,9,0,0,0,0,0,0,6206,6522,7828,3.61,110.1348771,0,110.1262922,110.12623,746.6947453,1465.443025,1556.24492,357.0948697,191.2331064,181.7266317,292.6665429,282.6828622,357.0948697,190.3541665,181.7266317,292.6665429,292.6665429,30.27331765,220.5675895,0.87893988,2302.939665,0,28.760937,8.629274,8.629274,7.939192,7.492428,8.176261,7.129906,7.716514,5.16354,4.826795,5.812281,7.090669,5.461914,358.6971,15.1824791,78.32400184,265.1906716,1189.522,71.86156128,106.7031226,379.3075004,119.5584197,659.2970806,4630.944103,10,10,1461.333333,102170.3893,12812278.26,14003301.53,3495695.73,1,1324314.38,6,0.001992,8.42,0.1,9.14,0.005277743,6.47,0.003362687,1.64,12481.83147,776640.3733,695.8,1322.3,0.891143,599.7,0.858225,84.1,0.125546,10.8,0.016216,610.5,146.1,142.8,321.6,0.247388,2055.6,517.9,297.6,238.7,676.4,325,517.9,296.7,238.7,426.6,325,59.6,190.2,0.9,0,0,0,0,0,0,620.6,652.2,782.8,0.361,11.01348771,0,11.01262922,11.012623,74.66947453,146.5443025,155.624492,35.70948697,19.12331064,18.17266317,29.26665429,28.26828622,35.70948697,19.03541665,18.17266317,29.26665429,29.26665429,3.027331765,22.05675895,0.087893988,230.2939665,0,2.8760937,0.8629274,0.8629274,0.7939192,0.7492428,0.8176261,0.7129906,0.7716514,0.516354,0.4826795,0.5812281,0.7090669,0.5461914,35.86971,1.51824791,7.832400184,26.51906716,118.9522,7.186156128,10.67031226,37.93075004,11.95584197,65.92970806,463.0944103,1,1,146.1333333,10217.03893,1281227.826,1400330.153,349569.573,0.1,132431.438,0.6,0.0001992,0.842,0.01,0.914,0.000527774,0.647,0.000336269,0.164,1248.183147,77664.03733
